Token	Corpus	Speaker_ID	Genre	Type	SemanticRelation	Whole.Genitive	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy2	Possessum.Animacy2	Possessor.Animacy3	Possessor.Animacy5	PossessorThematicity	Possessor.Length	Possessum.Length	New.TTR	ProtoSemanticRelation
ba08.0034.02	Brown	BA08	Press	of	OTH	the helm  of the state government	the state government	government	CommonN	N	the helm	helm	inanimate	inanimate	collective	collective	-2.698970004	3	2	71	N
ba13.0029.01	Brown	BA13	Press	s	OTH	Gardner's hit	Gardner's	Gardner	ProperN	N	hit	hit	animate	inanimate	animate	animate	-2.698970004	1	1	69	N
ba11.0031.01	Brown	BA11	Press	s	OTH	Tuttle's 390-foot homer	Tuttle's	Tuttle	ProperN	N	390-foot homer	homer	animate	inanimate	animate	animate	-2.698970004	1	2	77	N
ba06.0005.01	Brown	BA06	Press	of	OTH	the apparent intention  of the Republican Party	the Republican Party	Republican Party	ProperN	N	the apparent intention	intention	inanimate	inanimate	collective	collective	-2.698970004	3	3	73	N
ba06.0027.07	Brown	BA06	Press	of	OTH	the peace-loving intentions  of the free nations	the free nations	nation	CommonN	Y	the peace-loving intentions	intentions	inanimate	inanimate	collective	collective	-2.698970004	3	3	76	N
ba07.0087.01	Brown	BA07	Press	of	OTH	the three leaders  of Laos	Laos	Laos	ProperN	Y	the three leaders	leaders	inanimate	animate	collective	collective	-2.698970004	1	3	76	N
ba13.0073.03	Brown	BA13	Press	of	OTH	Lou Gehrig  of the Yankees	the Yankees	Yankees	ProperN	Y	Lou Gehrig	Lou Gehrig	inanimate	animate	collective	collective	-2.698970004	2	2	78	N
ba07.0084.02	Brown	BA07	Press	s	OTH	the organization's ninety-nine members	the organization's	organization	CommonN	N	ninety-nine members	member	inanimate	inanimate	collective	collective	-2.698970004	2	2	81	N
ba06.0033.01	Brown	BA06	Press	s	OTH	the Republican Party's nominee	the Republican Party's	Republican Party	ProperN	N	nominee	nominee	inanimate	animate	collective	collective	-2.698970004	3	1	73	N
ba07.0094.01	Brown	BA07	Press	of	OTH	The pace  of the talks	the talks	talks	CommonN	Y	The pace	pace	inanimate	inanimate	inanimate	inanimate	-2.698970004	2	2	80	N
ba14.0082.01	Brown	BA14	Press	s	OTH	Willie's partner	Willie's	Willie	ProperN	N	partner	partner	animate	animate	animate	animate	-2.698970004	1	1	74	N
ba11.0021.03	Brown	BA11	Press	s	OTH	Kunkel's wild pitch into the dirt in front of the plate	Kunkel's	Kunkel	ProperN	N	wild pitch into the dirt in front of the plate	pitch	animate	inanimate	animate	animate	-2.698970004	1	8	75	N
ba06.0073.01	Brown	BA06	Press	s	OTH	Gov. Meyner's Green Acres plan for saving large tracts of open land from the onrush of urban development	Gov. Meyner's	Meyner	ProperN	N	Green Acres plan for saving large tracts of open land from the onrush of urban development	plan	animate	inanimate	animate	animate	-2.698970004	2	8	71	N
ba06.0041.01	Brown	BA06	Press	of	OTH	president  of the Westfield Women's Republican Club	the Westfield Women's Republican Club	Westfield Women	ProperN	N	president	president	inanimate	animate	collective	collective	-2.698970004	5	1	73	N
ba04.0021.02	Brown	BA04	Press	s	OTH	the alliance's most difficult problems	the alliance's	alliance	CommonN	Y	most difficult problems	problems	inanimate	inanimate	collective	collective	-2.698970004	2	3	79	N
ba05.0006.01	Brown	BA05	Press	s	OTH	the nation's civil defense program	the nation's	nation	CommonN	N	civil defense program	program	inanimate	inanimate	collective	collective	-2.698970004	2	3	68	N
ba10.0072.01	Brown	BA10	Press	s	OTH	the denomination's program	the denomination's	denomination	CommonN	N	program	program	inanimate	inanimate	collective	collective	-2.698970004	2	1	72	N
ba02.0001.03	Brown	BA02	Press	of	OTH	the adamant protests  of Texas bankers	Texas bankers	banker	CommonN	Y	the adamant protests	protest	animate	inanimate	animate	animate	-2.698970004	2	3	79	N
ba13.0030.01	Brown	BA13	Press	s	OTH	Gardner's second run batted in of the game	Gardner's	Gardner	ProperN	N	second run batted in of the game	run	animate	inanimate	animate	animate	-2.698970004	1	7	62	N
ba03.0063.01	Brown	BA03	Press	s	OTH	the nation's 92 medical and 47 dental schools	the nation's	nation	CommonN	N	92 medical and 47 dental schools	school	inanimate	inanimate	collective	collective	-2.698970004	2	6	67	N
ba14.0095.01	Brown	BA14	Press	of	OTH	the executive secretary  of the golf association	the golf association	association	CommonN	N	the executive secretary	secretary	inanimate	animate	collective	collective	-2.698970004	3	3	80	N
ba01.0042.01	Brown	BA01	Press	of	OTH	the signatures  of registered voters	registered voters	voters	CommonN	Y	the signatures	signatures	animate	inanimate	animate	animate	-2.698970004	2	2	78	N
ba13.0036.02	Brown	BA13	Press	s	OTH	Gardner's solid single to center	Gardner's	Gardner	ProperN	N	solid single to center	single	animate	inanimate	animate	animate	-2.698970004	1	4	81	N
ba11.0043.01	Brown	BA11	Press	s	OTH	the Flock's veteran knuckleball specialists	the Flock's	Flock	ProperN	N	veteran knuckleball specialists	specialist	inanimate	animate	collective	collective	-2.698970004	2	3	89	N
ba14.0004.02	Brown	BA14	Press	s	OTH	Shaw's staff	Shaw's	Shaw	ProperN	N	staff	staff	animate	inanimate	animate	animate	-2.698970004	1	1	71	N
ba14.0020.01	Brown	BA14	Press	s	OTH	Shaw's staff	Shaw's	Shaw	ProperN	N	staff	staff	animate	inanimate	animate	animate	-2.698970004	1	1	75	N
ba07.0078.01	Brown	BA07	Press	of	OTH	the staff and operation  of the United Nations	the United Nations	United Nations	ProperN	Y	the staff and operation	staff	inanimate	inanimate	collective	collective	-2.698970004	3	4	69	N
ba11.0009.01	Brown	BA11	Press	of	OTH	the start  of the ninth	the ninth	ninth	CommonN	N	the start	start	inanimate	inanimate	inanimate	inanimate	-2.698970004	2	2	76	N
ba08.0055.01	Brown	BA08	Press	s	OTH	the governor's theme of peace and harmony	the governor's	governor	CommonN	N	theme of peace and harmony	theme	animate	inanimate	animate	animate	-2.698970004	2	5	60	N
ba13.0060.02	Brown	BA13	Press	s	OTH	the Giants' Willie Mays	the Giants'	Giants	ProperN	Y	Willie Mays	Willie Mays	inanimate	animate	collective	collective	-2.698970004	2	2	81	N
ba02.0001.02	Brown	BA02	Press	s	OTH	Gov. Price Daniel's abandoned property act	Gov. Price Daniel's	Daniel	ProperN	N	abandoned property act	act	animate	inanimate	animate	animate	-2.602059991	3	3	79	N
ba20.0037.04	Brown	BA20	Press	s	OTH	the Skipjack's first arrival in British waters in August , 1959	the Skipjack's	Skipjack	ProperN	N	first arrival in British waters in August , 1959	arrival	inanimate	inanimate	inanimate	inanimate	-2.602059991	2	8	68	N
ba02.0017.01	Brown	BA02	Press	of	OTH	the bill  of Sen. George Parkhouse of Dallas	Sen. George Parkhouse of Dallas	Parkhouse	ProperN	Y	the bill	bill	animate	inanimate	animate	animate	-2.602059991	5	2	68	N
ba08.0022.01	Brown	BA08	Press	of	OTH	the center  of Pennsylvania	Pennsylvania	Pennsylvania	ProperN	N	the center	center	inanimate	inanimate	inanimate	place	-2.602059991	1	2	72	N
ba10.0008.01	Brown	BA10	Press	s	OTH	the United States' challenge	the United States'	United States	ProperN	Y	challenge	challenge	inanimate	inanimate	collective	collective	-2.602059991	3	1	70	N
ba10.0054.03	Brown	BA10	Press	of	OTH	the 29th general council  of the Assemblies of God	the Assemblies of God	Assemblies of God	ProperN	N	the 29th general council	council	inanimate	inanimate	collective	collective	-2.602059991	4	4	71	N
ba04.0070.02	Brown	BA04	Press	of	OTH	executive director  of the new Committee on Juvenile Delinquency and Youth Crime	the new Committee on Juvenile Delinquency and Youth Crime	Committee	ProperN	N	executive director	director	inanimate	animate	collective	collective	-2.602059991	8	2	72	N
ba07.0077.03	Brown	BA07	Press	of	OTH	the distribution  of professional posts at the United Nations	professional posts at the United Nations	post	CommonN	Y	the distribution	distribution	inanimate	inanimate	inanimate	inanimate	-2.602059991	6	2	70	N
ba11.0057.01	Brown	BA11	Press	s	OTH	the American League's 1961 expansion to the West Coast	the American League's	American League	ProperN	N	1961 expansion to the West Coast	expansion	inanimate	inanimate	collective	collective	-2.602059991	3	6	77	N
ba07.0011.01	Brown	BA07	Press	of	OTH	the good  of the party	the party	party	CommonN	N	the good	good	inanimate	inanimate	collective	collective	-2.602059991	2	2	64	N
ba08.0024.02	Brown	BA08	Press	of	OTH	hero  of the Battle of New Orleans	the Battle of New Orleans	Battle of New Orleans	ProperN	Y	hero	hero	inanimate	animate	inanimate	inanimate	-2.602059991	5	1	66	N
ba10.0007.01	Brown	BA10	Press	s	OTH	the council's annual meeting	the council's	council	CommonN	N	annual meeting	meeting	inanimate	inanimate	collective	collective	-2.602059991	2	2	77	N
ba12.0074.01	Brown	BA12	Press	s	OTH	coach Hank Stram's men	coach Hank Stram's	Stram	ProperN	N	men	men	animate	animate	animate	animate	-2.602059991	3	1	83	N
ba02.0053.01	Brown	BA02	Press	of	OTH	the alleged water needs  of Texas' big cities	Texas' big cities	cities	CommonN	Y	the alleged water needs	needs	inanimate	inanimate	collective	collective	-2.602059991	3	4	73	N
ba07.0018.04	Brown	BA07	Press	s	OTH	yesterday's New York Times	yesterday's	yesterday	CommonN	N	New York Times	New York Times	inanimate	inanimate	inanimate	time	-2.602059991	1	3	78	N
ba11.0068.02	Brown	BA11	Press	s	OTH	Mills's early pace	Mills's	Mills	ProperN	Y	early pace	pace	animate	inanimate	animate	animate	-2.602059991	1	2	78	N
ba08.0047.01	Brown	BA08	Press	s	OTH	Mississippi's relations with the national Democratic party	Mississippi's	Mississippi	ProperN	N	relations with the national Democratic party	relation	inanimate	inanimate	collective	collective	-2.602059991	1	6	69	N
ba19.0008.01	Brown	BA19	Press	of	OTH	the salary  of individual union members	individual union members	member	CommonN	Y	the salary	salary	animate	inanimate	animate	animate	-2.602059991	3	2	78	N
ba19.0066.02	Brown	BA19	Press	s	OTH	Maryland's Secretary of State	Maryland's	Maryland	ProperN	N	Secretary of State	Secretary of State	inanimate	animate	collective	collective	-2.602059991	1	3	73	N
ba10.0062.02	Brown	BA10	Press	of	OTH	general superintendent  of Assemblies of God	Assemblies of God	Assemblies of God	ProperN	N	general superintendent	superintendent	inanimate	animate	collective	collective	-2.602059991	3	2	71	N
ba12.0050.01	Brown	BA12	Press	s	OTH	Gannon's territory	Gannon's	Gannon	ProperN	N	territory	territory	animate	inanimate	animate	animate	-2.602059991	1	1	76	N
ba11.0027.01	Brown	BA11	Press	s	OTH	Hyde's next toss	Hyde's	Hyde	ProperN	N	next toss	toss	animate	inanimate	animate	animate	-2.602059991	1	2	80	N
ba05.0032.01	Brown	BA05	Press	of	OTH	the views  of the general public and religious , labor and special-interest groups affected by these laws	the general public and religious, labor and special-interest groups affected by these laws	public	CommonN	Y	the views	views	inanimate	inanimate	collective	collective	-2.602059991	8	2	71	N
ba09.0051.01	Brown	BA09	Press	of	OTH	the widow  of the man killed last Nov. 1 by Barnard's hit-run car	the man killed last Nov. 1 by Barnard's hit-run car	man	CommonN	N	the widow	widow	animate	animate	animate	animate	-2.602059991	8	2	77	N
ba20.0026.01	Brown	BA20	Press	s	OTH	the British navy's chief adviser to the cabinet on underwater warfare	the British navy's	navy	CommonN	N	chief adviser to the cabinet on underwater warfare	adviser	inanimate	animate	collective	collective	-2.522878745	3	8	77	N
ba14.0116.03	Brown	BA14	Press	s	OTH	players' benefits	players'	player	CommonN	Y	benefits	benefits	animate	inanimate	animate	animate	-2.522878745	1	1	77	N
ba11.0044.01	Brown	BA11	Press	s	OTH	the Yanks' Auburn ( N.Y. ) farm club of the Class-D New York-Pennsylvania League	the Yanks'	Yanks	ProperN	Y	Auburn ( N.Y. ) farm club of the Class-D New York-Pennsylvania League	club	inanimate	inanimate	collective	collective	-2.522878745	2	8	91	N
ba19.0028.03	Brown	BA19	Press	s	OTH	Dr. Jenkins's conversation	Dr. Jenkins's	Dr. Jenkins	ProperN	N	conversation	conversation	animate	inanimate	animate	animate	-2.522878745	2	1	75	N
ba09.0039.01	Brown	BA09	Press	of	OTH	The cost  of a license	a license	license	CommonN	Y	The cost	cost	inanimate	inanimate	inanimate	inanimate	-2.522878745	2	2	76	N
ba02.0035.01	Brown	BA02	Press	of	OTH	creation  of the Lamar county Hospital District	the Lamar county Hospital District	District	ProperN	N	creation	creation	inanimate	inanimate	collective	collective	-2.522878745	5	1	77	N
ba19.0062.01	Brown	BA19	Press	of	OTH	The description  of the car	the car	car	CommonN	N	The description	description	inanimate	inanimate	inanimate	inanimate	-2.522878745	2	2	85	N
ba07.0068.01	Brown	BA07	Press	of	OTH	director  of the corps	the corps	corps	CommonN	N	director	director	inanimate	animate	collective	collective	-2.522878745	2	1	81	N
ba20.0037.01	Brown	BA20	Press	s	OTH	Navy's future	Navy's	Navy	ProperN	N	future	future	inanimate	inanimate	collective	collective	-2.522878745	1	1	68	N
ba20.0037.03	Brown	BA20	Press	s	OTH	the navy's future	the navy's	navy	CommonN	N	future	future	inanimate	inanimate	collective	collective	-2.522878745	2	1	68	N
ba01.0011.01	Brown	BA01	Press	of	OTH	Implementation  of Georgia's automobile title law	Georgia's automobile title law	law	CommonN	N	Implementation	Implementation	inanimate	inanimate	inanimate	inanimate	-2.522878745	4	1	67	N
ba14.0025.05	Brown	BA14	Press	of	OTH	the former manager  of the Yankees	the Yankees	Yankees	ProperN	Y	the former manager	manager	inanimate	animate	collective	collective	-2.522878745	2	3	65	N
ba12.0004.02	Brown	BA12	Press	of	OTH	the most valuable members  of the Longhorn team that will be heavily favored Saturday over Oklahoma in the Cotton Bowl	the Longhorn team that will be heavily favored Saturday over Oklahoma in the Cotton Bowl	team	CommonN	N	the most valuable members	members	inanimate	animate	collective	collective	-2.522878745	8	4	85	N
ba05.0026.01	Brown	BA05	Press	s	OTH	The governor's move into the so-called blue law controversy	The governor's	governor	CommonN	N	move into the so-called blue law controversy	move	animate	inanimate	animate	animate	-2.522878745	2	7	72	N
ba12.0080.02	Brown	BA12	Press	s	OTH	the team's place-kicking	the team's	team	CommonN	N	place-kicking	place-kicking	inanimate	inanimate	collective	collective	-2.522878745	2	1	84	N
ba12.0001.01	Brown	BA12	Press	s	OTH	the team's plays	the team's	team	CommonN	N	plays	plays	inanimate	inanimate	collective	collective	-2.522878745	2	1	80	N
ba14.0119.01	Brown	BA14	Press	of	OTH	the problem  of baseball	baseball	baseball	CommonN	N	the problem	problem	inanimate	inanimate	inanimate	inanimate	-2.522878745	1	2	77	N
ba20.0006.01	Brown	BA20	Press	of	OTH	the secrets  of the Dreadnought	the Dreadnought	Dreadnought	ProperN	N	the secrets	secrets	inanimate	inanimate	inanimate	inanimate	-2.522878745	2	2	84	N
ba01.0055.01	Brown	BA01	Press	of	OTH	the validity  of the act	the act	act	CommonN	N	the validity	validity	inanimate	inanimate	inanimate	inanimate	-2.522878745	2	2	78	N
ba04.0066.02	Brown	BA04	Press	of	OTH	the vitality  of the nation	the nation	nation	CommonN	N	the vitality	vitality	inanimate	inanimate	collective	collective	-2.522878745	2	2	72	N
ba10.0066.02	Brown	BA10	Press	s	OTH	the first two years' work	the first two years'	year	CommonN	Y	work	work	inanimate	inanimate	inanimate	time	-2.522878745	4	1	76	N
ba04.0019.01	Brown	BA04	Press	s	OTH	the secretary's greatest achievement	the secretary's	secretary	CommonN	N	greatest achievement	achievement	animate	inanimate	animate	animate	-2.455931956	2	2	78	N
ba06.0070.01	Brown	BA06	Press	of	OTH	the bloodstream  of New Jersey	New Jersey	New Jersey	ProperN	N	the bloodstream	bloodstream	inanimate	inanimate	collective	collective	-2.455931956	2	2	69	N
ba09.0023.01	Brown	BA09	Press	s	OTH	Berger's decision to sue for the full amount of the performance bond	Berger's	Berger	ProperN	N	decision to sue for the full amount of the performance bond	decision	animate	inanimate	animate	animate	-2.455931956	1	8	62	N
ba10.0020.01	Brown	BA10	Press	s	OTH	Portland's civil defense	Portland's	Portland	ProperN	N	civil defense	defense	inanimate	inanimate	collective	collective	-2.455931956	1	2	69	N
ba09.0015.01	Brown	BA09	Press	s	OTH	Berger's direction	Berger's	Berger	ProperN	N	direction	direction	animate	inanimate	animate	animate	-2.455931956	1	1	72	N
ba01.0001.02	Brown	BA01	Press	s	OTH	Atlanta's recent primary election	Atlanta's	Atlanta	ProperN	N	recent primary election	election	inanimate	inanimate	collective	collective	-2.455931956	1	3	72	N
ba11.0033.01	Brown	BA11	Press	of	OTH	the flavor  of Baltimore's Florida Grapefruit League news	Baltimore's Florida Grapefruit League news	news	CommonN	Y	the flavor	flavor	inanimate	inanimate	inanimate	inanimate	-2.455931956	5	2	78	N
ba03.0018.02	Brown	BA03	Press	of	OTH	the guilt or innocence  of the 50 persons	the 50 persons	person	CommonN	Y	the guilt or innocence	guilt	animate	inanimate	animate	animate	-2.455931956	3	4	74	N
ba01.0035.01	Brown	BA01	Press	of	OTH	mayor  of Atlanta	Atlanta	Atlanta	ProperN	N	mayor	mayor	inanimate	animate	collective	collective	-2.455931956	1	1	86	N
ba06.0035.01	Brown	BA06	Press	s	OTH	New Jersey's problems	New Jersey's	New Jersey	ProperN	N	problems	problems	inanimate	inanimate	collective	collective	-2.455931956	2	1	76	N
ba11.0035.03	Brown	BA11	Press	s	OTH	the winless Birds' sixth setback in a row	the winless Birds'	Birds	ProperN	Y	sixth setback in a row	setback	inanimate	inanimate	collective	collective	-2.455931956	3	5	80	N
